	movie_id	character	title	agent_verbs	patient_verbs	attributes	religion	age	Gender	title_embeddings
34	6060651	Michael Haney	professor	['comes', 'impressed', 'sets']		['contacts']				
35	6060651	Dave		['prevails']		['husband']				
36	5079650	David Langley	curator	['tells', 'takes', 'expects', 'horrified', 'realises', 'overjoyed', 'accountable', 'promises', 'go', 'hides', 'forgotten', 'face', 'lose', 'threatening', 'decides']	['given', 'continue', 'warns', 'see', 'finds', 'arrest', 'obliged', 'take', 'recognising']	['request', 'colleagues', 'house', 'wife']			M	
37	5079650	Alison		['refuses', 'departs']	['promises', 'recognising']	['wife']				
38	32358265	Michelle				['wife']				
39	32358265	Brendan		['having', 'found', 'moved']		['house']				
40	8988995	Seetha		['young', 'love']	['marries']	['brother']			F	
41	8988995	Kanakayya	landlord	['suspects', 'marries']		['deaf', 'servant']				
42	21076018	Jack Cooper		['One', 'realize', 'unit', 'seen']						
43	21076018	Jaimey				['wife']				
44	25807540	Lou Lorraine		['working']						
45	25807540	Jim	pianist	['trust', 'sent', 'follows', 'working']						
46	872386	Louis Dega	bodyguard	['breaks', 'smuggles', 'hires']	['come', 'persuade']	['embracing', 'convict', 'defending', 'friend']			M	
47	10320328	Mary Page Keller								
48	17215446	Julian Blair								
49	21127928	Dina Hunter				['interest']			F	
50	21127928	Jerry				['husband']				
51	10531283	Nirmala Gupta		['feels', 'considers', 'accepted', 'treats', 'realizes']		['son']				
52	10531283	Dwarka Prasad Gupta				['wife', 'wife']				
53	5367617	Libby Bacon		['arrive', 'approached', 'visits', 'asks', 'becomes']	['marries', 'meets']	['wooing']				
54	5367617	George Armstrong Custer		['puts', 'graduates', 'hits', 'finds', 'right', 'shuts', 'marries', 'hears', 'teaches', 'misses', 'returns', 'establishes', 'realizes', 'permit', 'bored', 'begun', 'arrive', 'takes', 'give', 'enters', 'follows', 'sign', 'befriends']	['report', 'portrayed', 'ordered', 'downed', 'relieved', 'given', 'assign', 'embarrass', 'drink']	['life', 'relationship', 'story', 'Stand']			M	
55	32987200	Edgar Dalimore	owner	['love', 'marries']	['helped', 'revealed', 'given', 'loves', 'accused']					
56	32987200	Thelma Warren			['marries']					
57	2811692	Alvin Dewey							M	
58	5313828	Helen Hathaway		['agrees', 'audience']	['stand']				F	
59	5313828	Robert Coray								
60	1752812	Liza				['wife']			F	
61	1752812	Wilson Joel		['discovers', 'heads']	['engage', 'visit', 'buy', 'help']	['distant']			M	
62	1072033	Mark Neuman	Security Chief	['uncovers', 'shoots']						
63	6846215	Roxane				['wife']				
64	6846215	Mo		['escapes', 'intervened', 'learned', 'come', 'travels', 'explains', 'using', 'refuses', 'gives', 'attempts', 'reads']	['persuade', 'pay', 'take', 'kill', 'read', 'capture', 'prompting', 'find', 'tell', 'fulfill', 'do']	['wife']				
65	6846215	Mortimer Folchart		['countrysides']					M	
66	5549799	Gail		['pregnant', 'call', 'have']		['contractions']				
67	5549799	Bob Ivanovich		['holds', 'makes', 'begins', 'criticizes', 'returns', 'call', 'changing', 'sinking', 'rides', 'visits', 'comes', 'shows', 'asks', 'have', 'horrified', 'teaches', 'moving']	['learn', 'shown', 'go', 'advises', 'make']	['wish', 'condition', 'family']				
68	14536033	Tillman		['escape', 'reveals', 'resists', 'seeks', 'convinces', 'face', 'prompting', 'asks']	['allows', 'saves', 'putting', 'shove', 'taken', 'crawl', 'move', 'beats']	['friend', 'Scotch', 'control']				
69	14536033	Angie			['brought']	['brain', 'wife']			F	
70	17020848	Mike Summers		['become', 'grabs', 'kills', 'found']		['officer']				
71	6650052	Jaani		['runs', 'discovers', 'marries', 'saves']	['shown', 'left', 'captured']					
72	6650052	Radha		['lodges']	['help', 'get', 'marries']					
73	33417831	Susanne Feldberg							F	
74	33417831	Roland Feldberg	driver						M	
75	30366069	El Borras		['marries']		['That']				
76	30366069	La Pecas								
77	142822	Traherne	pilot	['confess']	['taken']					
78	19062669	Ralf interrogates Kotler	commandant	['arrives', 'standing', 'interrogates', 'move', 'cries']	['promoted', 'sworn', 'convinced', 'interrogates', 'told', 'puts']	['father']				
79	19062669	Elsa		['standing', 'know', 'revealed', 'discover']	['cries', 'told', 'shown']	['wife']			F	
80	22734911	Kharmusi				['death', 'fortress', 'wife']				
81	22734911	Azalea		['working']	['caught']	['wife']				
82	26281666	Zoya	assistant		['marries']	['agent']			F	
83	26281666	Ali Hassan	reporter	['marries', 'able', 'helps', 'decides', 'convinces']	['diffuse', 'make', 'follow', 'forcing']	['location']			M	
84	1367451	Lady Alice		['gives', 'grows', 'dies']		['wife']				
85	1367451	John	Earl	['pursued', 'strips', 'grandson', 'escapes', 'decides', 'rides', 'visits', 'met', 'releasing', 'set', 'displays', 'builds', 'finds', 'breaks', 'wailing', 'howling']	['killed', 'lose', 'marooned', 'devastated', 'return', 'disturbed', 'helps', 'seen']	['son', 'estate', 'late', 'heir']				
86	1367451	Earl of Greystoke		['reminiscing', 'seems']	['enjoy']	['Earl']				
87	23404570	Yūki		['prefers', 'discovers']						
88	55325	Lori		['turns']	['killing']	['wife', 'husband']			F	
89	55325	Douglas Quaid	construction worker	['killing', 'escapes', 'making', 'worker', 'attacked', 'leaves', 'follows', 'cornered', 'makes', 'working', 'kills', 'reacts', 'takes', 'investigates', 'tries', 'opts', 'take']	['dispose', 'contacted', 'instructs', 'locate', 'capture', 'pulled', 'introduced', 'insists', 'taken', 'start']	['visits', 'encounters', 'saving', 'mind']			M	
90	27808552	Klaus	doctor	['did', 'tries', 'insists', 'tells', 'dead', 'refuses', 'continued']	['removes', 'taken', 'get', 'commit']	['victims', 'doctor', 'front', 'cage']				
91	27808552	Rena		['feels', 'danger', 'take']	['discovers', 'disturbed']	['daughter', 'presence', 'help']				
92	27808552	Griselda		['overwhelmed', 'unhappy', 'discovers', 'want', 'takes']	['calls', 'hire']	['wife']				
93	19958360	Ben Carson	police detective security guard	['locates', 'stumbles', 'enters', 'asks', 'finds', 'discovers', 'straps', 'pulls', 'looks', 'begins', 'returns', 'distraught', 'visits']	['told', 'see', 'attacked', 'convinced', 'calls', 'notices']	['viewing', 'night', 'sister', 'wife', 'trapping', 'house']			M	
94	19958360	Amy		['discovers', 'able', 'tries']	['stop', 'pull']	['wife']				
95	8414489	Carl Nash		['runs', 'says', 'turns', 'hears', 'goes']	['check']	['body']				
96	8414489	Evelyn		['head']	['killed']	['wife', 'body']				
97	80530	Claudius	King	['bides', 'has', 'learn', 'prepare', 'prepares', 'convinced', 'praying', 'deported']	['finds', 'have', 'convinced', 'describes']	['treachery', 'marriage', 'conscience', 'unable']				
98	25447923	Renuka		['notices', 'writes', 'publishes', 'reveal', 'find']	['publish', 'marries', 'meets', 'makes', 'fall', 'joined']					
99	25447923	Ashwin	photojournalist	['airs', 'finds', 'find', 'realises', 'triggers', 'manages', 'confronts', 'reciprocates', 'notices', 'present', 'follows', 'records', 'risks', 'rushes', 'receives', 'tells', 'sends', 'marries']	['save', 'escape', 'kill', 'meet']	['Naxalites', 'photojournalist']				
100	6190944	Helen		['goes']	['avoid']	['rescue', 'husband']				
101	6190944	Karl von Reiden		['comes', 'fellow', 'goes', 'succeeds']		['wounds']				
102	26049717	Kiran		['traps', 'marries']	['meets']					
103	26049717	Savitri		['mute']	['marries']					
104	508458	Phoolan Devi	queen	['leaves', 'grows', 'departs', 'evaluates', 'runs', 'revisits', 'stays', 'returns', 'decides', 'goes', 'attacks', 'become', 'leads']	['married', 'abducts', 'compelled', 'surrender', 'sent', 'covets', 'leave', 'beaten', 'raped', 'exposed', 'abducted', 'banish']	['gang', 'mother', 'surrender', 'father']			F	
105	1042090	Fred		['gone']	['find', 'find']					
106	21817139	Kennedy		['sell', 'lies', 'given', 'dies']	['capture', 'shot', 'held']	['dying', 'villa', 'wife', 'capture']				
107	26655950	Muskaan		['has', 'accept', 'try', 'launch', 'pays', 'marry', 'falls']	['tell']	['daughter']				
108	26655950	Arif			['marry']	['much', 'called']				
109	1370930	Dickie	gangster	['pushing', 'proceeds']	['hold']					
110	1370930	George		['lives']		['neurotic', 'effeminate', 'colleagues']				
111	3676065	Elena		['keeps']	['meets']	['charms', 'daughter']				
112	3676065	Don Pedro	governor	['helps']		['governor']				
113	26104950	Raja	nurse doctor	['sets', 'rejects', 'disguise']	['marry', 'find', 'wants']	['help', 'marriage', 'sister']				
114	32895002	Margaret Catchpole			['sentenced']					
115	32895002	Barry	Lieutenant		['moved', 'marries']					
116	2201333	Mark		['arrives', 'asks']	['beaten']	['husband']				
117	2201333	Wendy Robinson		['knocks', 'lays', 'pulls', 'reach', 'reaches', 'finds', 'walks', 'discovers', 'escapes', 'runs', 'pass', 'continue', 'picks', 'tries', 'stops', 'kills']	['shoot', 'love', 'cut', 'stop', 'tells']	['husband']				
118	5479712	Jane		['portrays']						
119	492200	Felix Farmer	film producer	['tries', 'reveals', 'resolves', 'attempts', 'gets']	['get', 'save']	['home', 'death']				
120	492200	Sally Miles		['impoverished']		['persuading']			F	
121	27420904	Lucy		['comes', 'brings', 'uses']	['live']					
122	13362932	Ganga	bachelor	['agrees', 'place', 'marry', 'bachelor']	['visit']				M	
123	19286437	Ramu		['brothers', 'married', 'learns', 'heir', 'he']	['kidnapped']					
124	18426081	Li Xiuzhi								
125	18426081	Xu Jingyou	entrepreneur teacher	['distant', 'returns', 'understands', 'marries', 'stayed', 'becomes', 'attempted', 'meets', 'became']	['commit', 'rehabilitated', 'returned']	['senior', 'junior']				
126	10871400	Bhagwan Shri Krishna		['asks', 'advises', 'asking', 'declines', 'comes', 'visits', 'appears']	['accompany', 'asks', 'visit']					
127	19078976	Laura		['find', 'says', 'sneak', 'confesses', 'asks', 'confronts', 'tells', 'agrees', 'visits', 'meets', 'invites', 'learns', 'watch', 'choose', 'leaves']	['calls', 'have', 'stop', 'confronts', 'tell']	['daughter', 'ex-fiancée']				
128	7210351	Miles Coombes								
129	2421509	Paul				['brother']				
130	2421509	Claire								
131	3229741	Judith		['decides', 'goes', 'arranging', 'explains', 'stops', 'convinced', 'banked', 'sleeping', 'becomes', 'shot', 'drives']	['told', 'accuses', 'kill', 'angered', 'thrown']	['wife']				
132	3229741	Jenny		['accuses']		['wife', 'call']				
133	3229741	Jack Stanton	private investigator	['dead', 'correct', 'leave', 'raced', 'told', 'believed', 'he', 'escapes', 'rolls', 'leaves', 'shared']	['named', 'nursed', 'murdered', 'called']	['car', 'body']				
134	3229741	Jeb Scott		['confirms']	['asks']	['wife']			M	
135	3229741	Dan Merrick		['confronted', 'works', 'dredges', 'has', 'receives', 'realizes', 'reveals', 'convinces', 'relies', 'returns', 'sustains', 'killed', 'search', 'murdered', 'decided', 'finds', 'asks', 'intensifies']	['remain', 'calls', 'warns', 'thinks', 'eliminate', 'cover', 'tells', 'confronted']	['husband', 'wife', 'home', 'abusive', 'body', 'company']				
136	23675245	Nirmala				['sister']				
137	23675245	Ganga		['live']	['marry']	['properties', 'family', 'lover', 'beautiful']			F	
138	23675245	Ananthan Thampy	bachelor	['marry', 'rents', 'prefers', 'man']	['bachelor']	['sister']				
139	23675245	Venugopalan Thampi								
140	4527590	Lisa				['mother', 'wife']				
141	4527590	Paul Green		['wakes', 'tells', 'slamming', 'confesses', 'stating', 'hugs', 'talks', 'gives', 'introduces', 'ranting', 're-enacting', 'delivers', 'mocks']	['interviewed']	['subject', 'scenes', 'footage', 'home']				
142	20620714	Sarathy		['has', 'admit', 'cop']	['frames', 'enrages']	['life']				
143	20620714	Ganga			['kills']	['wife']			F	
144	54173	Jody				['wife']			F	
145	54173	Lance				['house', 'house']			M	
146	20669314	Jimmy Nova		['drive']	['assigned', 'look', 'get']					
147	33281201	Clark Davis		['turn']						
148	20131442	Ellen Pierce		['visits']	['leads', 'discover']					
149	20131442	Dan	architect	['love', 'finds']	['married']	['wedding', 'girlfriend']				
150	31155849	Raghu		['refuses', 'shows', 'believes', 'supports']	['part', 'married']	['son']				
151	31155849	Prashanthi								
152	3645450	Ulla		['share']		['wife']				
153	3645450	Gunnar		['welcomes', 'consoles', 'share']		['house', 'uncle']				
154	3645450	Ingemar Johansson		['gets', 'uses', 'know', 'ends', 'wins', 'becomes', 'asleep', 'live', 'tells']	['spent', 'reunited', 'read', 'reflect', 'gets']	['old', 'Troubled', 'reconciled']		12 - year - old		
155	19362000	Pauline		['woman']		['daughter']				
156	19362000	Bessie				['wife']				
157	19362000	Sam Bisbee	optometrist	['all', 'proceeds', 'congratulates', 'accepts', 'receives', 'thinks', 'contemplates', 'sham']	['realize', 'talk', 'treating', 'loves']	['town', 'story', 'wife', 'bullets', 'car']				
158	4327278	Rob Sweeney		['asks', 'begun', 'orders', 'arrive']	['calls', 'drive', 'call']					
159	4327278	Katie McGovern	actress	['poses', 'sees', 'manages', 'sneaks', 'wakes', 'stunned', 'stabs', 'finds', 'asks', 'remember', 'kills', 'looks', 'emerges', 'realizes']	['locate', 'greets', 'kill', 'hired', 'use', 'startled', 'drive', 'replace', 'sedated', 'prove', 'displaying', 'see']	['claim', 'lines', 'video', 'hair']			F	
160	1430395	Alan McKim	barrister salesman	['causes', 'have', 'come', 'cancelled', 'goes']		['engine']			M	
161	1430395	Wendy		['have', 'feeling']		['amusement', 'wife', 'disapproval', 'insistence']				
162	1589300	Adam		['having', 'died', 'whispers', 'mentioned']		['dog', 'policy', 'custody', 'money', 'children', 'minivan']				
163	17139921	Ah Jun		['smitten', 'gets']	['steal', 'marry']	['boyfriend', 'Kei']				
164	17139921	Ah Bo	make - up artist	['found', 'meets', 'lost', 'realized', 'met', 'hires', 'following', 'decided', 'has']	['open', 'loved', 'know']	['feelings']				
165	11472483	Luis		['lodged']	['find', 'runs']	['fort']				
166	11472483	Maria				['wife']				
167	1125221	Clark Wilhelm Griswold Jr.		['planned', 'realizes', 'offers', 'invited', 'decorates', 'annoys', 'has', 'learns']	['enrolled', 'help', 'obsessed', 'causes', 'snap']	['boss']				
168	1125221	Frank to the Griswold		['explains', 'see', 'sees', 'admits']	['brings', 'puts']	['wife', 'house']				
169	1125221	Helen								
170	1125221	Ellen				['wife', 'parents']				
171	1125221	Margo				['wife']				
172	3470692	Julia		['realizes', 'befriended']	['marries']	['day', 'daughter']				
173	3470692	Lucius Cornelius Sulla	Queen	['walls', 'dies', 'lets', 'intends']	['take', 'show', 'asks', 'tells']					
174	2379908	Denise		['gets', 'becomes']	['pressured', 'pick']					
175	2379908	Jerry		['learns', 'refuses', 'become', 'pick']	['treat', 'let']					
176	5637189	Rachel			['marries', 'know']	['his']			F	
177	5637189	Jacob		['flees', 'defrauds']						
178	8620409	Ruth		['angry', 'asks', 'pulls', 'returns', 'enters']					F	
179	5659888	Brooke				['wife']				
180	5659888	Grant Taylor	coach	['This']		['coach', 'only', 'story']				
181	25712352	Vadival Vasu		['wants']	['assaulted', 'assaults']	['house']				
182	554858	Allison Anders Ted		['gets', 'beginning', 'quits', 'leaves', 'utters', 'finds', 'arrives', 'tries', 'calls', 'responsible', 'escapes']	['act', 'accuses', 'asked', 'seduce', 'asks', 'quell', 'made', 'take', 'stuck', 'leave', 'calls', 'directs', 'participate', 'call', 'paid']	['unsettled', 'reluctant', 'replacement']				
183	554858	Juancho		['has']	['uses']	['children']				
184	554858	Angela			['includes']	['wife']			F	
185	554858	Robert Rodriguez								
186	554858	Sarah		['stabs', 'has']		['children']			F	
187	554858	Siegfried		['accuses', 'greeted', 'answers']		['room', 'husband']				
188	1901270	Pierce				['friend']				
189	1901270	Helen		['hears', 'make', 'proud', 'waiting', 'loves']		['wife', 'letter', 'relief']				
190	35610105	George VI	King							
191	32849380	Proffesor Babish	Professor							
192	8476634	Duke Ellington			['assures']	['piano']				
193	10304498	Lenny	reporter		['knew']	['boss']				
194	10304498	Michelle Williams								
195	30921645	Teresa Walden								
196	30921645	Gary Wickle		['lives', 'kidnapped']		['house', 'named']				
197	1609553	Eyal	guide hitman	['unable', 'arrive', 'tells', 'takes', 'disappointed', 'poses', 'befriends', 'enjoys', 'enters', 'says', 'agent', 'shocked', 'disgusted', 'remain', 'runs', 'finish', 'arrives', 'take', 'defends', 'reveals', 'meets']	['discover', 'conflicted', 'fulfill', 'married', 'invites']	['nationality', 'room', 'visits']				
198	1609553	Pia		['people', 'arrive', 'lives']	['married', 'return', 'convince', 'befriends']	['estrangement', 'grandchildren']				
199	5257449	Joan			['tells']	['wife']				
200	5257449	Bill Compton	executive	['drive', 'begin', 'runs', 'tell', 'family', 'goes', 'tries', 'kills', 'tells', 'brings', 'shoots', 'cries']	['holds', 'join', 'realizes', 'meet', 'blackmail', 'takes', 'search', 'get', 'encourages', 'invite', 'restrain']	['statement', 'wife', 'unable', 'wallets']				
201	31404359	Kerry		['received']		['wife']				
202	31404359	Jonathan White		['heads', 'goes', 'tries', 'killed', 'meets', 'leaves', 'turns', 'learns']	['leave', 'forced', 'convince', 'speak', 'tells', 'carry', 'shot', 'find', 'kill', 'framed']	['father', 'home']				
203	42507	Richard Strout		['walking', 'tries', 'killed', 'kills', 'determined']	['paid', 'heal', 'see', 'find', 'abducts', 'set']				M	
204	12823099	Eleanor				['wife']				
205	12823099	Grace Farrell	secretary	['meet', 'search', 'put', 'explains']					F	
206	13346488	Peggy Cornell		['lose']					F	
207	29034540	Laurence Olivier		['reveals', 'see', 'praises', 'show', 'tries', 'insults', 'becomes']	['give', 'angering', 'impressing', 'get', 'encourages']	['only', 'Jacobs', 'production']				
208	29034540	Marilyn Monroe	director	['lights', 'comes', 'brings', 'breaks', 'show', 'late', 'wakes', 'starts', 'locked', 'sitting', 'struggles', 'broke', 'kisses', 'leaves', 'claims', 'spend', 'tells']	['enters', 'praises', 'shows', 'understand']	['arrival', 'bodyguard', 'tearful', 'publicist', 'awe', 'scenes']			F	
209	1592906	James Finlayson								
210	1592906	Mickey Finn	owner	['manage']	['seal']					
211	7156183	Luana	Princess		['marry']					
212	7156183	Tommy Layton	bachelor	['rents', 'rescues', 'yacht', 'hires']		['bachelor']				
213	14899853	Pervus De Jong	farmer salesman	['dies']						
214	14899853	Selina Peake	schoolteacher	['moves', 'struggles', 'gives', 'mother', 'marries']	['keep']	['friend', 'learning']				
215	32496356	Sher Singh							M	
216	32496356	Pooja		['have', 'marries', 'wants']	['molest', 'married', 'marry']	['father', 'daughter']			F	
217	32496356	Raja		['takes', 'catches', 'have', 'rescues', 'warns']	['beat', 'marry', 'marries']	['friends', 'servant', 'leader', 'family']				
218	9600368	Thea		['urges']	['wed', 'marry']	['niece', 'lover']				
219	9600368	Anton		['marry']	['man', 'pursues']	['sons', 'brother', 'mastiff', 'identity']				
220	14471796	Frank Ginetta		['knows', 'accepts', 'takes', 'remembers', 'resents', 'dispenses', 'seems', 'recalls', 'welcomes', 'hides']	['oppose']	['brother', 'equals', 'father']			M	
221	11271307	Richard Sharpe	lieutenant colonel	['finds', 'rejoins', 'repels', 'succeeds', 'returns', 'makes', 'leaving', 'watches', 'resist', 'scouts', 'shoots']	['sent']					
222	149433	Mickey Goldmill	trainer	['begin', 'changes', 'refuses']					M	
223	149433	Adrian		['gives', 'falls', 'comes', 'hearing', 'pregnant', 'refuses', 'reveal', 'learn']	['support']	['angry', 'wife', 'brother', 'bedside']			F	
224	31122154	Charles Williams								
225	31122154	Alice Preston								
226	818002	Elizabeth				['wife']				
227	818002	Nick Parsons		['living', 'pulls', 'framed', 'faked', 'agrees', 'shoots', 'gets', 'responds', 'fires']	['bring', 'given', 'bring', 'visits', 'holding', 'getting', 'kill']	['death']			M	
228	26761606	Milos		['fires', 'overpowers']				one - eyed		
229	26761606	Marija		['victim', 'bludgeons', 'concerned', 'curious']		['wife']			F	
230	12479905	Harry Telford	trainer	['has', 'do', 'pay', 'comments', 'worthwhile', 'wants', 'works', 'disagrees', 'sell', 'refuses', 'scratch', 'agrees', 'hoodwinks']		['wife']				
231	12479905	Vi								
232	682280	Richard Parker	Composer	['performs', 'finds', 'learns', 'kill', 'flee', 'sleep', 'intends', 'tracks']	['seen', 'disowns', 'shoot', 'chastises']	['child', 'attention', 'distraught', 'fingerprints']				
233	682280	Priscilla		['disowns', 'discovers', 'kill', 'divorces']	['seen']	['wife', 'lover']				
234	35281429	Chellakili				['wife']				
235	25446751	Lalithamba		['try', 'has']	['catch', 'marries', 'chases', 'saves', 'caught']	['last']			F	
236	25446751	Mohan Babu								
237	25446751	Gopi		['marries', 'educated', 'brother', 'marry', 'brothers']						
238	25446751	Ganga Devi	owner	['enters', 'sends', 'try', 'tries']	['catch', 'escape', 'find', 'marries', 'caught', 'saves', 'brings']	['persons', 'house', 'unable']				
239	29830825	Gauri	prostitute			['prostitute']			F	
240	29830825	Vijay Saxena	actor							
241	29830825	Shanti				['wife']				
242	28149641	Věra Lavičková								
243	891829	Lee Simon	novelist	['questions']					M	
244	3289723	Toby Wilkins		['become', 'user', 'angry', 'discovers', 'She', 'showing', 'continue', 'bleached', 'likes', 'makes', 'hesitates']	['ride', 'persuades', 'bail']	['stepfather']				
245	3289723	Bree	missionary	['transsexual', 'continue', 'told', 'they', 'urinate', 'realizes', 'returns', 'unaware', 'flies', 'cries', 'disclosed', 'pretends']	['missionary', 'bail']	['parents', 'therapist', 'door', 'transsexuality']			F	
246	9790960	Victor Frankenstein		['wanted', 'caused', 'grows', 'believes', 'returns']	['blackmailed', 'rid']	['mad', 'daughter', 'son']				
247	9790960	Elizabeth				['wife']				
248	20080263	Mary		['goes', 'watches']		['wife']				
249	20080263	John Mitchell	Test pilot	['disappoints', 'decides', 'takes']	['try']	['wife']			M	
250	22628915	Chellappa		['quest', 'meets']		['son']				
251	22628915	Kanchana		['go', 'hesitates', 'relents', 'love']	['accept']					
252	22628915	Nirmala		['go', 'makes']	['marry']	['car']				
253	22628915	Ashok	Manager	['says', 'left', 'drives', 'works', 'decides', 'reveal', 'son', 'friends', 'gets', 'go', 'provoked', 'confess', 'pretends']	['arrest', 'accepts', 'stay', 'scolded', 'released', 'ask', 'asks', 'pose']	['father', 'photo', 'plan', 'love']			M	
254	22628915	Meena	manager	['fall']	['accept', 'meets']	['daughter']				
255	22628915	Vasu		['reveal', 'explains', 'told', 'friends', 'comes', 'released', 'confess', 'says', 'go', 'enters']	['accepts', 'stay', 'arrest', 'released', 'asks']	['son', 'plan', 'help']				
256	22628915	Vishwanathan	director owner manager Manager	['convinces', 'keen', 'happy', 'insistent', 'accepts', 'owner', 'asks', 'complies', 'get', 'retracts', 'takes', 'has', 'wants', 'friends']	['impresses', 'convinced', 'retract', 'meets', 'accept', 'deceiving', 'urges']	['home', 'son', 'estate', 'property', 'invitation', 'house']				
257	19878462	Sophie		['pushed', 'seemed', 'watching', 'scared', 'excited', 'saw']	['took', 'see']	['daughter', 'recorder']				
258	15518145	Lila		['manages']	['see']	['wife']				
259	15518145	Tony Norgard		['pretends', 'befriends', 'meets']	['sick', 'dwarfed']	['lie', 'wife']				
260	16586995	Victoria				['wife']				
261	16586995	Nathan Eastman								
262	30418882	Raja		['marries']						
263	30418882	Sumathi			['deceive']					
264	3598844	Henry Spengler	Professor	['says', 'informs', 'approached']		['couple']				
265	3598844	Martha				['wife']				
266	22343600	Shane		['recovers', 'married']	['inspired', 'knocks']					
267	22343600	Matthew O'Riordan		['raise']						
268	1840775	Mark				['husband']				
269	1840775	Astrid Magnussen	narrator	['demands', 'forges', 'having', 'learns', 'chooses', 'depends']	['see', 'bribe', 'testify', 'leaving', 'abandoned', 'live', 'accompanying', 'given', 'sent']	['testimony', 'room', 'childhood']			F	
270	2537424	Dino Capisco	mobster	['wants', 'decides']		['wife', 'mistress', 'life']				
271	5094861	Fiete Jansen		['falls', 'plan', 'shake']	['sentenced', 'rescue', 'reunited', 'released']	['men', 'communist']				
272	4506211	Cora		['show', 'get']	['make', 'pile', 'allow', 'evade']	['show']				
273	4506211	Axel Hood		['show', 'get']	['married', 'help', 'make', 'pile', 'trying', 'allow']					
274	3791628	Cayetano		['leave', 'plans']		['jealousy']				
275	3791628	Dolores del Paso		['hold']						
276	8982671	Steve Flood	lawyer	['lose']		['partner']				
277	8982671	Melanie Flood		['astounded']	['assists']	['wife', 'burden']			F	
