	movie_id	character	title	agent_verbs	patient_verbs	attributes	religion	age	Gender
151	1679809	Rhea		['outraged', 'slaps', 'learns', 'marrying', 'leaves', 'reunite', 'becomes', 'realize']	['wedding', 'marry', 'asks', 'meets']	['proper', 'mother', 'friend', 'feisty']			
152	1679809	Sameer		['died']	['marrying']				M
153	2492165	Annie		['suffered', 'wants']	['talk', 'reassures']	['wedding']			
154	2492165	Sarah Huttinger	writer	['discovers', 'tells', 'allows', 'learns', 'awakens', 'returns', 'decides', 'kisses']	['caught', 'assures', 'fly', 'visit', 'conceived']	['parents', 'father']			F
155	2492165	Scott				['husband']			M
156	3558237	John Abraham					Hindu		
157	3558237	Tehzeeb Hussain							F
158	2553711	Claire Mathewson		['demands', 'breaks']		['Venice']			
159	2553711	Stephen		['believes', 'seem']		['husband']			
160	3990824	Pamela Hill		['married']	['expose']	['discovering', 'sister', 'efforts', 'connections']			
161	3990824	Philip Kirby	Major	['decide', 'stops']	['keep', 'marry', 'accuses', 'expose', 'visit']	['Duffy', 'fiancée', 'status', 'Su']			
162	15867408	Rudolph Falliere	hairdresser count		['sees']				
163	15867408	Helene Mara	hairdresser Countess						
164	26687336	Paramvir Singh		['tries', 'backs', 'finds', 'move', 'NRI', 'reaches']	['get', 'help', 'asks']	['brother', 'dad', 'kids']			
165	26687336	Mary				['wife']			
166	1682270	Leonard Crawley		['sits', 'kissing', 'janitor']	['drive', 'berating', 'marry']	['bankrupting', 'man', 'goal', 'kisses']			
167	1682270	Louisa May Foster		['suggests', 'discovers', 'elects', 'takes', 'depressed', 'loathes', 'convinces', 'falls', 'kissing', 'tries', 'told', 'marry', 'millionaire', 'wanders', 'runs', 'ends', 'richer']	['explain', 'see', 'give', 'meet', 'charmed', 'marry', 'neglected']	['devastated', 'narrative', 'happy', 'appearance', 'point', 'weary']			F
168	10376736	Flanders		['occupation']					
169	28485791	Boozy Arthur Bach		['meets', 'refuses', 'decides', 'complains', 'strips', 'bought', 'calls', 'learns', 'finds', 'touched', 'takes', 'sober', 'tells', 'goes', 'gets']	['allow', 'calls', 'tell', 'announce', 'see', 'marry', 'takes', 'told']	['nanny', 'wife', 'introduction', 'intoxicated', 'choices', 'Batmobile', 'mother', 'forcing']			
170	28485791	Susan	assistant	['tells', 'arrives', 'begin', 'company', 'become', 'marry']	['wife', 'wants', 'marry', 'embarrass']	['assistant', 'father']			
171	28485791	Lillian Hobson	nanny	['comes', 'asks', 'dies', 'goes', 'stands', 'takes']	['replace']	['letter', 'nanny']			
172	277710	Max		['marrying', 'offers', 'reveals', 'passing', 'get', 'tells', 'relents', 'team', 'go', 'deciding', 'watching', 'has', 'working']	['return', 'confronts', 'misses', 'tracked', 'help', 'get', 'avoid', 'hurt', 'discovers']	['mentor', 'money', 'divorce']			
173	277710	Dean Cumanno	owner	['arrives', 'threatens', 'admitted', 'get', 'working', 'go', 'discovers', 'confronts']	['get', 'luring', 'marrying', 'expose']	['money']			M
174	1582009	Seema		['meet', 'decides', 'woman', 'understands', 'begins']	['let', 'carry', 'impressed', 'forced', 'act']				
175	1582009	Siddharth	boss	['falls', 'learns', 'impressed']		['boss', 'wife']			
176	1582009	Rahul		['film', 'has', 'meet', 'does', 'asks']	['forced', 'married', 'help', 'carry', 'uses', 'asks', 'fires']	['wife', 'man', 'purity', 'helpless', 'mother']			M
177	2421437	Adrian							F
178	2421437	Leopold	philosopher	['going']	['spend']				
179	2421437	Ariel				['fiancée']			F
180	2258378	Tom Winters	maid	['discovers', 'buy', 'asks', 'offers', 'spends', 'takes', 'follows', 'catches', 'little', 'reconciles']	['join', 'want', 'marry', 'offers']	['car', 'bed', 'affection']			M
181	226198	Maggie			['misses']	['wife']			
182	226198	Sam Baldwin	architect	['meet', 'grieves', 'emerge', 'says', 'playing', 'finds', 'sees', 'indicates', 'follows', 'begins']	['go', 'persuades', 'taken']	['sister', 'stunned', 'distraught']			M
183	3997782	Susan		['refuses', 'throws', 'allows']	['leads', 'believe', 'speak']	['wife']			F
184	3997782	Frank Allen		['experiences', 'realizes', 'arrives', 'knows', 'receives', 'sees']	['fill', 'thinking', 'asked']	['baby']			M
185	23389321	Richard	housewife art director author	['goes', 'love']	['tells', 'told']	['unconscious', 'author', 'conquests', 'director', 'affair', 'desk']			
186	23389321	Julie Messinger	housewife	['realizes', 'learns', 'finds', 'takes', 'begins', 'seeks']	['unravel', 'comfort', 'told']				F
187	3943470	Betty Kerner		['it', 'calls', 'excited', 'impulsive', 'elope', 'falls', 'shaken']	['marry', 'put']	['sleepy', 'happiness', 'mansion']			
188	3943470	Gene	mobster	['tries', 'loves', 'elope', 'threatens', 'shows', 'tells', 'fall', 'enters']	['break', 'leave', 'change', 'proposes']	['arms', 'ex-wife', 'henchmen', 'devotion']			
189	15164556	Harriet				['machine']			
190	15164556	Robert Blossom	manufacturer	['presents', 'hears', 'allows', 'manufacturer', 'seduces']		['grateful']			
191	15791592	Louise Randall Pierson		['laments', 'meets', 'inspires']		['birthday']			
192	15791592	Rodney Crane							
193	3822528	Encolpio		['leaves', 'stomach', 'explains', 'falls', 'waits', 'meets', 'discover', 'decides', 'make', 'proposes']	['imprisoned', 'play', 'takes', 'driven', 'board', 'join', 'humiliated', 'released', 'selects', 'invited', 'waking', 'forced']	['life', 'storms', 'place', 'home']			M
194	3822528	Lichas		['takes', 'subdues', 'selects']		['ship']			
195	11639895	Zack Brown	cameraman Deacon porn star	['retools', 'home', 'asks', 'moved', 'finds', 'explain', 'convinces', 'agrees', 'reveals', 'married', 'preparing', 'strikes', 'goes', 'devoting', 'admits', 'decides', 'learns', 'works']	['see', 'ask', 'dismayed', 'use', 'have', 'film', 'affect']	['bedroom', 'incredulous', 'retreat', 'company', 'place', 'much', 'co-worker']			
196	1001692	Leslie Steele		['talks']	['forced', 'married', 'stay']	['guest']			
197	1001692	Everard			['asks', 'represent']				
198	1659846	Simon Green		['embarks', 'quit']	['dislikes']				M
199	12459069	Tanya				['boyfriend', 'woman']			
200	24063523	Shelia		['realizes', 'marry', 'gets', 'intends']	['get']				
201	24063523	Eric Reynolds		['unreliable']					M
202	18578563	Pamela Dickson	journalist						
203	18578563	Robert Dickson		['shows', 'missed', 'bathroom', 'takes', 'enjoyed', 'began', 'living']	['married', 'alter']	['kids']			M
204	22153949	Jason Carmichael	playwright	['marrying', 'picks', 'has', 'husband', 'goes', 'does', 'fails']	['try', 'invites']	['marriage', 'aloof']			M
205	22153949	Phoebe Craddock	author teacher	['invites', 'moves', 'ends', 'remains', 'becomes']	['married', 'meets']	['marriage']			F
206	22153949	Allison St. James		['runs']					
207	22153949	Leo Janowitz	reporter	['see']					M
208	1934127	Molly		['learns']		['wife']			
209	1934127	Jack Mulcahy		['make', 'begins']	['torn', 'pressing', 'start', 'confronts']	['affair', 'brother']			
210	11176488	Anthony Gonsalves	waiter	['works', 'tell', 'blames', 'lied', 'man', 'marries', 'practicing', 'becomes', 'introduces', 'knows', 'has', 'does']	['adopted', 'kind', 'raised', 'wanted', 'gets']	['role', 'part', 'help', 'dream']			M
211	11176488	Riya		['know']	['meets', 'marries']	['woman']			F
212	11604278	Marcia		['married', 'sees', 'meets', 'announces', 'go', 'decides', 'proceeds', 'stays']	['teach', 'pursue', 'cure']				
213	23813973	Holden Wilson		['goes', 'offers']		['lover']			M
214	23813973	Pamela		['leaves', 'suspicious']					
215	1126572	Libby		['pregnant']		['man', 'start', 'banishment', 'mother']			
216	1126572	Henry Dashwood	politician	['opens', 'realizes']	['prevent']	['fiancée', 'support', 'start']			M
217	13005395	Gamel Woolsey	poet						
218	13005395	Ralph Partridge		['laughing', 'visits']	['engaged']				M
219	33754268	Parvathi		['reunite', 'give', 'lives']	['meets']	['Father', 'grandparents', 'mother']			
220	33754268	Akilan		['reunite', 'unite', 'Father']		['husband']			
221	33754268	Saroja		['breaks', 'unite']					
222	3823023	Harvey Holroyd		['trying', 'tries', 'manage']	['avoid', 'land']	['job', 'friend']			
223	3823023	Kate		['manage', 'links']		['wife']			
224	13257327	Susan	lawyer	['believes', 'learns', 'decides', 'suggests', 'calls', 'goes']	['get', 'led', 'believe', 'reaches']	['lawyer', 'mind', 'wife']			
225	13257327	Isobel Kimble Grayson		['seen', 'takes']		['clothes', 'help', 'husband']			
226	13257327	Steve Ireland	Architect	['crashes', 'hides', 'alone', 'escapes', 'becomes', 'hoodwinked', 'examined', 'tries', 'unable', 'love', 'seen', 'dodges', 'does', 'talked']	['struck', 'convince', 'sends', 'change', 'putting']	['pleas', 'lawyer']			
227	14877669	Baron Manuel Duarte		['invites', 'come', 'discovers', 'receives', 'heads', 'meets']	['see', 'play', 'impersonating', 'It', 'confuse']	['impersonation', 'real']			
228	2804212	Ranjeet	boss	['decides', 'returns', 'decided', 'angry', 'uses', 'shocked', 'has', 'confesses', 'panics']	['leave', 'married', 'asks']	['boss', 'streets']			
229	2804212	Shikha		['cross', 'hold', 'feels', 'decided', 'comes', 'leave', 'tells', 'accompany']	['educated', 'asks', 'attracted', 'join']	['teacher', 'streets', 'affair', 'stricken', 'relationship', 'sister']			
230	12812790	Jeff		['realizes', 'surprised', 'shows', 'got']	['find']	['son']			
231	12812790	Sylvia Norwood	mathematician		['wed']				
232	4070671	Johnny Case		['discusses']					M
233	4070671	Julia Seton				['man']			
234	24008579	James				['struggle']			
235	24008579	Tonya				['wife']			
236	14647588	Annie				['wife']			
237	14647588	Rudy Hickman	baker actress						
238	1888433	LCDR Charlie Madison		['dead', 'irresistible', 'alive', 'tries', 'adjutant']	['avoid', 'retreat']	['photograph', 'sybaritic', 'angry', 'job', 'death', 'USNR']			
239	2958168	Bill				['husband']			M
240	2958168	Jane Marks	developer	['hopes']					F
241	1326091	Namrata		['gets', 'comes', 'married']	['introduce']	['husband', 'employee']			
